words,label
7al9aaa,0.0
afkarek,0.0
mathabine,0.0
lahkoma,0.0
tahou,0.0
baadhom,0.0
ra2ma,0.0
inni,0.0
atak,0.0
zaweli,0.0
Ramou,0.0
LA,0.0
siham,0.0
ysahah,0.0
elhadaf,0.0
ensani,0.0
9aloulou,0.0
afdha7,0.0
masa9tou,0.0
lommima,0.0
bkolhom,0.0
yindbou,0.0
lhsd,0.0
nkoulhelk,0.0
nouj3ek,0.0
yessaber,0.0
mada5lech,0.0
tahiyatna,0.0
chawki,0.0
dhorbani,0.0
9ari,0.0
nadhef,0.0
hidoussi,0.0
ma9asarech,0.0
hlib,0.0
ijibou,0.0
tmanitik,0.0
tcharik,0.0
sadim,0.0
bzf,0.0
3awenhom,0.0
testanna,0.0
énnés,0.0
m3allllllma,0.0
criscito,0.0
bravoook,0.0
ballout,0.0
wkedhb,0.0
khsertou,0.0
ghorbetna,0.0
ykhalilna,0.0
tounissna,0.0
abedraouf,0.0
ayadi,0.0
7kouma,0.0
tfakarni,0.0
3wayedkom,0.0
tfakirty,0.0
chimd5l,0.0
éducation,0.0
l8oneya,0.0
rabbe,0.0
ma5taya,0.0
jdod,0.0
bimaan,0.0
lkalimina,0.0
sma3itha,0.0
lefrigi,0.0
mazda,0.0
niger,0.0
bande,0.0
charlots,0.0
nazes,0.0
wasamha,0.0
tafla,0.0
zelaaaaaaaaaaaaa,0.0
chehimkom,0.0
toufla,0.0
etti7,0.0
fibalhom,0.0
bili9raya,0.0
i7ilo,0.0
ilwadha3,0.0
ma3anech,0.0
ma9ar,0.0
aleti7ad,0.0
babouchtik,0.0
oskot,0.0
tefleghoulek,0.0
chayekhin,0.0
5ratou,0.0
weldetouch,0.0
ouin,0.0
ewsel,0.0
machrouh,0.0
ya5la9,0.0
michbah,0.0
ye7ebelha,0.0
elkhir,0.0
laisse,0.0
tombé,0.0
oukhdem,0.0
nestano,0.0
eslah,0.0
y9ader,0.0
lkhir,0.0
iwajhek,0.0
yeta7chelhom,0.0
m33ak,0.0
kappo,0.0
ihtiram,0.0
yehdihem,0.0
chaye5,0.0
ch9awlek,0.0
elgoret,0.0
ghle,0.0
ty7sseb,0.0
i7esb,0.0
système,0.0
chorta,0.0
elbiiya,0.0
5iiiiit,0.0
echa3baya,0.0
ch3ba,0.0
wta39yba,0.0
b7ay,0.0
9be77a,0.0
hkechhhhhhhhhhhhhhhhhhhhhh,0.0
mor,0.0
7ar,0.0
yjibou,0.0
widhnou,0.0
da5al,0.0
lhand,0.0
7iiit,0.0
ba3,0.0
wrawa7,0.0
lawekene,0.0
m3ahem,0.0
kamled,0.0
9asied,0.0
lhoub,0.0
sanfuuurr,0.0
yàra7mou,0.0
kother,0.0
poupée,0.0
tardou,0.0
nsem7ouk,0.0
tgo3iiir,0.0
samy,0.0
accuse,0.0
bouuk,0.0
b7ar,0.0
ymouj,0.0
mchya,0.0
rakoum,0.0
a3maltou,0.0
chocran,0.0
assadi9a,0.0
taalif,0.0
yfadalkom,0.0
meydoum,0.0
7allh,0.0
a93ad,0.0
a7chi,0.0
tamthilkom,0.0
m3alllllem,0.0
888888888,0.0
wakaaahou,0.0
baredlii,0.0
da3ara,0.0
ta5lihom,0.0
yechmto,0.0
tiiiiiiiiiiiiirrou,0.0
tawadho3,0.0
wkollouhom,0.0
samuel,0.0
afum,0.0
jeddou,0.0
arjjel,0.0
m3alimmmmmmmm,0.0
issoun,0.0
nchalha,0.0
3arefna,0.0
bemardh,0.0
elgadafi,0.0
na77i,0.0
mo5ek,0.0
bakana,0.0
okel,0.0
sounek,0.0
yahfedkoum,0.0
ywafeq,0.0
enchalkah,0.0
actor,0.0
hollywood,0.0
t7inik,0.0
eliby,0.0
atks,0.0
godess,0.0
cried,0.0
chkoon,0.0
t7iso,0.0
swagg,0.0
t5mem,0.0
takhraloufih,0.0
kouwa,0.0
etahana,0.0
hasdinek,0.0
most,0.0
underrated,0.0
nayyik,0.0
sayez,0.0
élkol,0.0
akmik,0.0
almichwar,0.0
foor,0.0
dam3a,0.0
tahtli,0.0
yahfad,0.0
oumahat,0.0
nyzar,0.0
yahya,0.0
khaled,0.0
chbeb,0.0
lahdith,0.0
intelegent,0.0
yarzaqni,0.0
bwald,0.0
matlak,0.0
n3amha,0.0
i3inik,0.0
yir7mou,0.0
yij3al,0.0
ijannah,0.0
yehlek,0.0
sammak,0.0
fannan,0.0
ekebir,0.0
5alilk,0.0
leya,0.0
igoul,0.0
haradtna,0.0
inalah,0.0
tnawerna,0.0
terbe7,0.0
a3likom,0.0
100000000000000000000000000,0.0
maabrouk,0.0
yfadhlenna,0.0
erraiiss,0.0
yokhrij,0.0
ynaik,0.0
sale7,0.0
kouretna,0.0
yezibi,0.0
zabouromha,0.0
chay5it,0.0
weslu,0.0
luled,0.0
culture,0.0
tal7a9,0.0
n3wd,0.0
nesm3ouha,0.0
saleh,0.0
thebti,0.0
meritch,0.0
ahref,0.0
maalabelna,0.0
flén,0.0
m3aaaaaaaaaaaaaaaaaaaaaaaaaallllllllleeem,0.0
taffi,0.0
innes,0.0
binnyet,0.0
mortatha,0.0
m3ahoum,0.0
jdidaaaaa,0.0
raja3houlna,0.0
5ansakroha,0.0
latunisie,0.0
lawaled,0.0
kebaro,0.0
yar7mouuu,0.0
masilik,0.0
léeeeee,0.0
samiiii,0.0
tla3ti,0.0
doctorat,0.0
sience,0.0
dawem,0.0
nebli,0.0
ya9oloun,0.0
ne7bouuuuuuuuuuuuuuuu,0.0
marque,0.0
jégé,0.0
lemkamla,0.0
ilmechekil,0.0
moghanni,0.0
moumathel,0.0
nchalhh,0.0
il7al,0.0
5oukoum,0.0
3aim,0.0
tahir,0.0
yekdem,0.0
rouho,0.0
konti,0.0
ta3ajbini,0.0
dok,0.0
nnnnnn,0.0
lflous,0.0
lbhama,0.0
bèreklek,0.0
chien,0.0
signaliweh,0.0
3awtf,0.0
chauffe,0.0
telhaw,0.0
caf,0.0
tefth7ounech,0.0
8odwa,0.0
farina,0.0
looooooooooooooool,0.0
a3ndekkk,0.0
7a999,0.0
nhbbk,0.0
hamdula,0.0
a3d,0.0
9alha,0.0
majd,0.0
ltıfıı,0.0
tmatta3,0.0
tchahrt,0.0
termit,0.0
mawhba,0.0
hlowin,0.0
ghneeyetk,0.0
7asaen,0.0
lazzouza,0.0
hzzeha,0.0
loued,0.0
watkoul,0.0
saaabaaaa,0.0
oumourik,0.0
wadh7a,0.0
7aliyan,0.0
matkhamamch,0.0
turque,0.0
nfe9,0.0
fe9ibi,0.0
e5tar,0.0
5sacha3,0.0
9asmn,0.0
blah,0.0
ahsn,0.0
wald,0.0
f3alm,0.0
yetfasa5,0.0
lotif,0.0
himtik,0.0
im3akkkkkkkkkkkkkkkkkkkk,0.0
ahayka,0.0
ettess3a,0.0
echaab,0.0
mredh,0.0
bisseysa,0.0
alaaah,0.0
yarahmoooo,0.0
êjjamya,0.0
ma7ich,0.0
mzeyna,0.0
dna,0.0
tbadill,0.0
makiltt,0.0
lou7oum,0.0
7ayawenett,0.0
soker,0.0
yahefdk,0.0
nektachef,0.0
slimmmm,0.0
mafmech,0.0
esti9ala,0.0
sa2ib,0.0
al3ib,0.0
binzart,0.0
niikeem,0.0
selime,0.0
ma3lam,0.0
kolkem,0.0
testghalou,0.0
elmouwatin,0.0
chamemha,0.0
garssa,0.0
ebkolou,0.0
yemta3,0.0
ilmelehi,0.0
3awdou,0.0
sinaryou,0.0
sa3dek,0.0
yahafdou,0.0
saliha,0.0
itir,0.0
tourbitou,0.0
yfadhlhelou,0.0
hmdulileh,0.0
fseddd,0.0
maaaa5r,0.0
maythmorich,0.0
l7emdilah,0.0
slemtou,0.0
lmachekel,0.0
elamn,0.0
eliktisad,0.0
maekom,0.0
hachti,0.0
bèchwaya,0.0
sbeitla,0.0
yakhrawlouuu,0.0
maredhtna,0.0
echahid,0.0
bel79,0.0
cheeb,0.0
mousteweyeet,0.0
alkul,0.0
albara,0.0
sayidi,0.0
charchib,0.0
maykawrouch,0.0
èspèrence,0.0
yfarij,0.0
khaiss,0.0
s3aid,0.0
lmortazka,0.0
te3jzbni,0.0
mountasar,0.0
malehii,0.0
elayleya,0.0
khw,0.0
houkoumat,0.0
jommaa,0.0
daolaaaa,0.0
statue,0.0
ye3jbni,0.0
lslim,0.0
lbess,0.0
7amza,0.0
tkteb,0.0
chidoulou,0.0
lasfer,0.0
lakhal,0.0
takralou,0.0
diniya,0.0
rifeya,0.0
l3am,0.0
rad,0.0
yzalzel,0.0
hanouna,0.0
söö,0.0
mwarini,0.0
fertasa,0.0
beuou3a,0.0
echerana,0.0
baridna,0.0
beldy,0.0
barchhhhhhhhhhhhhhhhhhh,0.0
tunese,0.0
shiit,0.0
ethin,0.0
yahreghom,0.0
oulelmarzou9i,0.0
nvoti,0.0
entakhbou,0.0
7ayrtili,0.0
mweja3,0.0
elo7,0.0
nafes,0.0
oujouh,0.0
lou7,0.0
twe7achnek,0.0
barrrcha,0.0
ifadhelholik,0.0
5ayfen,0.0
3lla,0.0
seya7a,0.0
makoumech,0.0
tfoûuuuuuu,0.0
3llikoum,0.0
yasming,0.0
ya3mi,0.0
stakfa,0.0
brou7ek,0.0
jabriiii,0.0
iet9abel,0.0
netfareg,0.0
bravoooooooooooooooo,0.0
yahfadhom,0.0
m666,0.0
o9siim,0.0
billah,0.0
l4onaya,0.0
lwahda,0.0
3jbtni,0.0
abbab,0.0
echnowa,0.0
y7ebha,0.0
el7esa,0.0
blede,0.0
etholme,0.0
wbeche,0.0
hekkeka,0.0
7ajetna,0.0
ba7wal,0.0
tetbadl,0.0
hhhhhhhhhvhhhhhhhh,0.0
hbelthom,0.0
siyeca,0.0
eyrawod,0.0
chkouno,0.0
5allit,0.0
modareb,0.0
sanchez,0.0
ytaye7lek,0.0
bnitou,0.0
ethheb,0.0
layrj3ek,0.0
wjma3tek,0.0
3atin,0.0
eti9a,0.0
gib,0.0
african,0.0
kolhoum,0.0
metaf9in,0.0
bezze,0.0
bsais,0.0
mabanek,0.0
la7mar,0.0
labyath,0.0
mayetzadelhom,0.0
ltif,0.0
may7ebekch,0.0
serak,0.0
mamiii,0.0
yahfdholk,0.0
saysse,0.0
3ade,0.0
a3chiri,0.0
ita7adi,0.0
capoooo,0.0
ehne,0.0
dîme,0.0
ze,0.0
track,0.0
yetl3ou,0.0
ya3mlouha,0.0
ahzla,0.0
future,0.0
sou2al,0.0
ikolouha,0.0
senter,0.0
vvviiiiiillllle,0.0
fathlek,0.0
maymathelnich,0.0
berasmyyy,0.0
chayyyyyyy,0.0
ejouaret,0.0
khayefa,0.0
achkan,0.0
3laih,0.0
aciad,0.0
aloalii,0.0
9blo,0.0
achfiaha,0.0
ladfadi,0.0
almchkal,0.0
twa5rilou,0.0
oiaelih,0.0
ntfrjou,0.0
5atyetik,0.0
7ilm,0.0
man7ibch,0.0
nfi9,0.0
floussek,0.0
wimchi,0.0
flius,0.0
sarka,0.0
ywefak,0.0
yet3ach,0.0
lekrim,0.0
y3ayef,0.0
ekreha,0.0
dele3,0.0
swab,0.0
walli,0.0
7bouset,0.0
mta3ou,0.0
moudar,0.0
sayèè,0.0
thahrra,0.0
kbaal,0.0
daa,0.0
lounek,0.0
dabagh,0.0
jat,0.0
106,0.0
yfhmoha,0.0
habtenna,0.0
house,0.0
e3fet,0.0
sanfoun,0.0
bélléhi,0.0
9àdéch,0.0
3tiitoù,0.0
làguém,0.0
yà3tiikom,0.0
penalty,0.0
lamma,0.0
kanbghiiiik,0.0
bezaaaffff,0.0
3aaaaaaaaasba,0.0
hach,0.0
mdakhlik,0.0
mkachekh,0.0
oumm,0.0
ichrriaaa,0.0
nessama,0.0
flop,0.0
bourjeleya,0.0
esma,0.0
nena,0.0
yossra,0.0
tjini,0.0
leleh,0.0
bi5ir,0.0
pari,0.0
mag7outin,0.0
ichoufou,0.0
la7ma,0.0
inikou,0.0
salibeya,0.0
yaftaha,0.0
5miss,0.0
a3liik,0.0
8oull,0.0
3alek,0.0
ebnou,0.0
5dhra,0.0
njm,0.0
9lha,0.0
y7boni,0.0
dzria,0.0
nmin,0.0
nitah,0.0
sayad,0.0
nwallo,0.0
nasn3o,0.0
sla7na,0.0
rou7na,0.0
tarajiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,0.0
clyb,0.0
kadaaaaaab,0.0
mataswach,0.0
charfek,0.0
ahkiha,0.0
lines,0.0
likifak,0.0
menyawiiiii,0.0
detroit,0.0
become,0.0
zammar,0.0
itha,0.0
z7afna,0.0
tesion,0.0
neklouk,0.0
jtm,0.0
alekheer,0.0
riahl,0.0
a3tahim,0.0
prim,0.0
za,0.0
mazyena,0.0
barounete,0.0
ma3lim,0.0
mom,0.0
mashaallah,0.0
me3alimm,0.0
kammm,0.0
entaaa,0.0
kabirrrr,0.0
ebenne,0.0
5athraaaaaaaa,0.0
wena3mou,0.0
waleh,0.0
hotel,0.0
ifarejjj,0.0
lezmouuu,0.0
raziiii,0.0
walhhh,0.0
hammmm,0.0
idahekk,0.0
7nina,0.0
abyedh,0.0
répondez,0.0
lbidaya,0.0
kein,0.0
trkboulhom,0.0
3afakom,0.0
brit,0.0
ra9m,0.0
lbrnamaj,0.0
te3jbni,0.0
lkabes,0.0
msatek,0.0
thakarni,0.0
jama,0.0
mouselsel,0.0
lieu,0.0
ta7anaaa,0.0
coups,0.0
yhbil,0.0
wint,0.0
thbeul,0.0
belhaaaak,0.0
9edh,0.0
9wlili,0.0
toyour,0.0
ta9a3o,0.0
sorreeeeeee9,0.0
5ommej,0.0
tamme3aaaa,0.0
3aaaasbba,0.0
tfòùhh,0.0
3lyk,0.0
yadgefa,0.0
labaji,0.0
yanhlek,0.0
falousk,0.0
fedelice,0.0
hahahahahahah,0.0
trabba7,0.0
lbenzarti,0.0
3asda,0.0
lettarajji,0.0
4k,0.0
amlinhom,0.0
mas5iyen,0.0
wmlqhett,0.0
thekraa,0.0
ilmalhet,0.0
waliyou,0.0
attawfik,0.0
ehtirami,0.0
balhom,0.0
y9al9o,0.0
el5yena,0.0
mesou8ra,0.0
labare,0.0
wlihoume,0.0
elpetrole,0.0
zebyyyyyy,0.0
lmoncef,0.0
la5fif,0.0
blhak,0.0
ihebouh,0.0
ettounsiaaa,0.0
raw3aaaaaaaaaaaaaaaaaa,0.0
machalahh,0.0
yahfadhkom,0.0
lovelyy,0.0
impoli,0.0
chaieb,0.0
gadakchy,0.0
sma3tou,0.0
ganouchi,0.0
kaffar,0.0
3andkoum,0.0
chbeh,0.0
outfit,0.0
normale,0.0
ilvoe,0.0
yahafdah,0.0
akhoukom,0.0
dzayar,0.0
frereeet,0.0
jais,0.0
s3eyed,0.0
safii,0.0
eskon,0.0
arham,0.0
rahimin,0.0
bossssssssssssssssss,0.0
frerett,0.0
ghadan,0.0
lanadhirouhou,0.0
tari9o,0.0
atef,0.0
mamouche,0.0
wyna3amha,0.0
mwahar,0.0
maaaaaalem,0.0
5admouk,0.0
krir,0.0
7alha,0.0
ybakki,0.0
t3arat,0.0
brk,0.0
yej3lo,0.0
es8ir,0.0
c_a,0.0
jedida,0.0
5asir,0.0
khan,0.0
yassoura,0.0
niya,0.0
morad,0.0
jrad,0.0
l5arya,0.0
jrada,0.0
hhhhj,0.0
khouk,0.0
general,0.0
ma3ijbouch,0.0
7iiiiiiiiiiit,0.0
latar7im,0.0
waldihom,0.0
essiessien,0.0
damrouha,0.0
7elou,0.0
machakelkom,0.0
mat7elou,0.0
enes,0.0
nehbou,0.0
kaas,0.0
bergeealmand,0.0
mabeldek,0.0
i3ayef,0.0
chtrod,0.0
3eyla,0.0
bnizar,0.0
isaoui,0.0
attaquan,0.0
ynajm,0.0
yanfa3na,0.0
ékbis,0.0
ma7lake,0.0
bekite,0.0
ma3endkoum,0.0
mata3emlou,0.0
3ane9ni,0.0
ejme3t,0.0
9ouba,0.0
yeghtaseb,0.0
ya7efdek,0.0
5ier,0.0
ynejah,0.0
bagel,0.0
irkeb,0.0
ahdath,0.0
mnawarna,0.0
who,0.0
cares,0.0
ywaf9e9,0.0
coronavirus,0.0
alfetteh,0.0
mourou,0.0
diktatour,0.0
na3amhom,0.0
belf,0.0
wehna,0.0
derna,0.0
ouloulouu,0.0
fond,0.0
ma3llam,0.0
ta77anit,0.0
ididr,0.0
ntaba,0.0
xa,0.0
terabi,0.0
3zikoum,0.0
yodhhor,0.0
ouenti,0.0
felefriki,0.0
analyse,0.0
lucide,0.0
sokrana,0.0
tkhafich,0.0
ekhi,0.0
titdakir,0.0
jébit,0.0
wissaber,0.0
sino,0.0
noumro,0.0
elcompte,0.0
n3ale3,0.0
mabkache,0.0
mad5lou,0.0
wina3mlou,0.0
yisabrek,0.0
mhabtou,0.0
ide,0.0
jala,0.0
fakhr,0.0
wa3tizez,0.0
maksib,0.0
tarikhi,0.0
ilyééé,0.0
manendmouch,0.0
tabdil,0.0
djana,0.0
3amlina,0.0
sfexe,0.0
matimchich,0.0
makther,0.0
t3arsi,0.0
demo3,0.0
yedhaher,0.0
akrra,0.0
zedda,0.0
milotta,0.0
baladiyet,0.0
stif,0.0
tkt,0.0
habl,0.0
n7ibou,0.0
a7rar,0.0
dali,0.0
batelle,0.0
errap,0.0
dhaaallllhooommm,0.0
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,0.0
fartas,0.0
8adhettou,0.0
amarikia,0.0
la3rfnek,0.0
t5ali,0.0
soltan,0.0
yerham,0.0
eklamek,0.0
eshih,0.0
aides,0.0
sine,0.0
tawla,0.0
me7medech,0.0
yarhmou_,0.0
massatha,0.0
mazni,0.0
tektana3,0.0
ya7ia,0.0
reussit,0.0
elba3dh,0.0
ynawrik,0.0
reh,0.0
nahbell,0.0
khalss,0.0
medib,0.0
ra2ise,0.0
estade,0.0
ta3mlo,0.0
yelzmo,0.0
elmar7oum,0.0
yonserhem,0.0
lebnet,0.0
m7lekk,0.0
wrhmou,0.0
fasdaaaaa,0.0
nwaliw,0.0
ktarajji,0.0
wnarth3ou,0.0
zéb,0.0
ir7mo,0.0
benik,0.0
molik,0.0
yar7emhome,0.0
5afefe,0.0
the9ile,0.0
hannachi,0.0
regard,0.0
long,0.0
kifii,0.0
maghrouma,0.0
behom,0.0
3ali5er,0.0
bilafrobeats,0.0
dahketni,0.0
le3jouza,0.0
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,0.0
yehlkeek,0.0
soumaa,0.0
ddd,0.0
m3adhebehom,0.0
bravô,0.0
3amlouna,0.0
ilwah,0.0
lissyassa,0.0
rejoul,0.0
mounesb,0.0
mounesab,0.0
me3elem,0.0
kira,0.0
safa,0.0
bq,0.0
dank,0.0
za2ma,0.0
matasmaich,0.0
lekhab,0.0
hadoukom,0.0
jalou,0.0
ichefikom,0.0
yarbe,0.0
7000,0.0
troyca,0.0
yes5aylouha,0.0
ghanima,0.0
aryahi,0.0
elmiboune,0.0
9ararek,0.0
wdimocratie,0.0
a7sench,0.0
tousef,0.0
mohareb,0.0
banane,0.0
tefah,0.0
zomalah,0.0
za3kaaaa,0.0
gabriyaaa,0.0
mezeltou,0.0
tsad9ou,0.0
dinek,0.0
khamja,0.0
bayra,0.0
hayawana,0.0
iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,0.0
iinti,0.0
najeha,0.0
fe3la,0.0
matlab,0.0
eljami3,0.0
yechfiiiihhhhhhh,0.0
talit,0.0
kidba,0.0
tsakhfou,0.0
zebiiiii,0.0
93adna,0.0
7echma,0.0
kehabhaaa,0.0
fadit,0.0
ak7al,0.0
bedlelna,0.0
ywarriha,0.0
habtiiiiiiiiiiiiiiiiiiinnnnnnnnnn,0.0
7adou,0.0
5at,0.0
kad,0.0
kalbk,0.0
achtekna,0.0
wbachtekna,0.0
tab,0.0
wene3ma,0.0
danta,0.0
kwayyes,0.0
moukalmet,0.0
concernant,0.0
yosri,0.0
yarhmooo,0.0
eysaber,0.0
dom,0.0
makeup,0.0
techbeh,0.0
meriam,0.0
feriss,0.0
binesba,0.0
lyia,0.0
tabkha,0.0
raisse,0.0
ajabni,0.0
3ifa,0.0
m3a9adhom,0.0
tmenyekt,0.0
mneykin,0.0
hhhhhhhkkkkkkkll,0.0
throufi,0.0
ne5dem,0.0
chta3ch9,0.0
ina3n,0.0
radetek,0.0
ta5rou,0.0
jwa3a,0.0
titrwet,0.0
wjme3tek,0.0
mofe7cha,0.0
lelou4a,0.0
feransya,0.0
3enéed,0.0
eznatttir,0.0
charr,0.0
été,0.0
lèche,0.0
botte,0.0
guaddafi,0.0
belhak,0.0
eyji,0.0
kafoun,0.0
takhrif,0.0
mathama,0.0
la7la,0.0
hllele,0.0
hassbona,0.0
m3allmm,0.0
wiwwww,0.0
yarhmak,0.0
inchaa,0.0
9awi,0.0
ifadhlek,0.0
looooooooool²,0.0
thumbs,0.0
elhimar,0.0
morte,0.0
cliniquement,0.0
meela,0.0
emalmeya,0.0
heal,0.0
binzarti,0.0
kallah,0.0
3zaaa,0.0
intelectuel,0.0
tunisiene,0.0
daimaw,0.0
falastin,0.0
3loulo,0.0
kolet,0.0
mkhanat,0.0
chmse,0.0
adaka,0.0
y33,0.0
ne3mou,0.0
où,0.0
el7akem,0.0
nahda,0.0
salfine,0.0
yhajouna,0.0
eriya7i,0.0
mo5ter,0.0
i5ali,0.0
tsemahna,0.0
lbarra,0.0
raisen,0.0
faysel,0.0
yosref,0.0
ma3mel,0.0
jal,0.0
fiah,0.0
wkathab,0.0
wbal3out,0.0
ifhim,0.0
zboubitna,0.0
yachfiih,0.0
bhiiiiiiiiiiiiiiiiiiiiiiiim,0.0
tanjah,0.0
wtarja3lo,0.0
vré,0.0
siyasiyen,0.0
gafla,0.0
conclusion,0.0
crise,0.0
fuuuuck,0.0
tarachiiii,0.0
youtuber,0.0
naksit,0.0
yerlif,0.0
lbotox,0.0
molana,0.0
9alab,0.0
chware3,0.0
tafiya,0.0
raaak,0.0
kadhaaaaaaaaabbbbbb,0.0
laaryedh,0.0
nonnnnnnnnnnnnnnnnnnnnn,0.0
hlektha,0.0
bienenchalla,0.0
el5ier,0.0
maaqom,0.0
belkhir,0.0
dhaouadi,0.0
y3aychek,0.0
nhbe,0.0
abderraouf,0.0
ayedi,0.0
refuse,0.0
rencontrer,0.0
djaafer,0.0
mett,0.0
n7eboukom,0.0
feras,0.0
seriously,0.0
brv,0.0
nkarezzzz,0.0
ghnaya,0.0
nkamalha,0.0
yahfedha,0.0
yahfedek,0.0
bkoulha,0.0
mara5sou,0.0
ouuuuh,0.0
nwaslouha,0.0
tpatagi,0.0
skon,0.0
mehilko,0.0
sa7afiyn,0.0
chihemkoum,0.0
mou5el,0.0
feller,0.0
tay7ouk,0.0
habat,0.0
6alia,0.0
ahhhhhhhhhh,0.0
attardés,0.0
mentalité,0.0
pourrie,0.0
zeeeyed,0.0
car,0.0
yo,0.0
rojola,0.0
marocchino,0.0
flghorba,0.0
chweya,0.0
gala,0.0
n7ottouk,0.0
9addekomchi,0.0
superficiel,0.0
pffffffffffff,0.0
oooooooooh,0.0
nched,0.0
sa9ik,0.0
nekelhom,0.0
zkim,0.0
ysada9,0.0
e9lbouha,0.0
lvestt,0.0
rowaybidha,0.0
contuner,0.0
bless,0.0
haylaaa,0.0
abe9a,0.0
khrade9,0.0
wbravo,0.0
trch7na,0.0
chaye,0.0
rtehna,0.0
jouhel,0.0
sama,0.0
beroujla,0.0
3almyy,0.0
manajamtesh,0.0
cacher,0.0
3awnouh,0.0
akrem,0.0
soudeni,0.0
hadara,0.0
wamthelk,0.0
fel7ine,0.0
fet7ine,0.0
mhboula,0.0
suur,0.0
essafi,0.0
etleha,0.0
caw,0.0
ma7rou9,0.0
wadek,0.0
carractero,0.0
3asima,0.0
matnahiwech,0.0
braaaaaaaaaaaaavo,0.0
yestahel,0.0
americia,0.0
mat3,0.0
terabha,0.0
zaboromik,0.0
saifffff,0.0
5edmaaa,0.0
heylaaaa,0.0
ta3rff,0.0
lhit,0.0
erlek,0.0
sesmak,0.0
tetrabbach,0.0
tabala,0.0
3othrannnnn,0.0
adinar,0.0
alibiiii,0.0
léééé,0.0
yasna3,0.0
ilal9abbbbbbbbbbbb,0.0
3omrha,0.0
faddina,0.0
lklem,0.0
hrabech,0.0
rjeeeeel,0.0
dtha7kou,0.0
rakhena,0.0
loumourr,0.0
jouerett,0.0
ma3adhibhoum,0.0
telha,0.0
beljam3ia,0.0
twekel,0.0
m3athbhom,0.0
bazoulla,0.0
8888888888888888,0.0
bezeyed,0.0
le7eeees,0.0
bravoio,0.0
wa9fe,0.0
lawolade,0.0
la7adhat,0.0
tèrikhiyya,0.0
bessalem,0.0
issahell,0.0
isbe7,0.0
a7it,0.0
kleni,0.0
berid,0.0
bomayé,0.0
nhim,0.0
syesa,0.0
inschalle,0.0
3aidkom,0.0
chahbour,0.0
fiddam,0.0
bledd,0.0
chfeha,0.0
kawereeth,0.0
telhè,0.0
chiraz,0.0
boutfnouchat,0.0
hesbt,0.0
roha,0.0
3emara,0.0
fa5ri,0.0
miliarat,0.0
to5rej,0.0
bouheli,0.0
3aweda,0.0
sublimeeee,0.0
cherie,0.0
metahbatch,0.0
elmousstaouehom,0.0
eyjourouk,0.0
elheth,0.0
yhslk,0.0
l3on,0.0
yichfuh,0.0
n9ata3,0.0
inti5abat,0.0
tachri3ia,0.0
fedditouch,0.0
5aréj,0.0
souissi,0.0
afti,0.0
anstk,0.0
bhok,0.0
jareb,0.0
rache7,0.0
thakerni,0.0
sa77a7,0.0
3a9betou,0.0
wta,0.0
lm3alemm,0.0
l9afla,0.0
lklèb,0.0
lellah,0.0
3rafchiii,0.0
bouhh,0.0
cht3mle,0.0
tlem,0.0
hotoulna,0.0
zaaaab,0.0
ykather,0.0
amthelou,0.0
sre9tha,0.0
tiiitiiiii,0.0
7imrittiiiii,0.0
mmmmmiiiiiaaaamm,0.0
sonya,0.0
dahmeni,0.0
bhima,0.0
matestha9ech,0.0
tkou,0.0
koki,0.0
ghochnech,0.0
ghalyia,0.0
eid,0.0
mubarak,0.0
brother,0.0
leblassa,0.0
saghretou,0.0
lehjema,0.0
hafida,0.0
biladina,0.0
koli,0.0
milon,0.0
vus,0.0
waalhhhhhhhhhhhh,0.0
m3alemmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,0.0
walahhhhhhhhhhhhhhhhhhhhhhhh,0.0
jam3itiiii,0.0
amaaaan,0.0
behhi,0.0
errad,0.0
33,0.0
écoute,0.0
n3ch9,0.0
y'a,0.0
l9tiss,0.0
nay,0.0
alpha,0.0
kalthoum,0.0
enta7ret,0.0
allouma,0.0
malentendu,0.0
cet,0.0
rayen,0.0
idoum,0.0
issa3ada,0.0
4oul,0.0
ffffffff,0.0
llkhassara,0.0
hessa,0.0
hevi,0.0
ywadi,0.0
matkom,0.0
ntema,0.0
ihod,0.0
zabiii,0.0
wthabthbat,0.0
b5eer,0.0
ba3eth,0.0
loubenet,0.0
wehef,0.0
ya3koubi,0.0
arrière,0.0
be3det,0.0
dinha,0.0
mabrouq,0.0
aalyyna,0.0
afrikan,0.0
tkaraznich,0.0
xxxxxxd,0.0
rapport,0.0
5alawna,0.0
sage,0.0
iwafkou,0.0
artmasta,0.0
zaaaaa7,0.0
boulabiar,0.0
khoudh,0.0
nsi7a,0.0
amthlek,0.0
a3da2k,0.0
yarhemhem,0.0
winaamhem,0.0
lpub,0.0
reportage,0.0
be5ayer,0.0
wesa7a,0.0
jlasi,0.0
jebelna,0.0
nochkrouk,0.0
takhra,0.0
ilmel,0.0
tchadou,0.0
asala,0.0
nhmyou,0.0
