sentence,label
hhhhhh ando fi mo5ou messa5finni ken zenatir,0
ye 3assb,0
fdhayeh almoubacher kmej ka3ed youdkhel leddiar,0
hadhi mrakba gbal kol chay,0
hassek mechek enti elli ka3ed tektebb,0
dajjal w kadhab,0
blahi bara choufou lihyatkom,0
ya brdiiiii khiiimaréq win reh,0
massa7 ro3tik 7asilou inta w système,0
top wabna,0
hhhhh hethka ech ne9sin,0
sayi rou7i yamat fatou,0
haykel gay,0
batel rap ya bhhimmm,0
jemhour ca méthawer radethom erjel,0
seybo rajel ye5dem 3ala roho,0
un pied dedans un pied dehors ignobles,0
tathba7 fih wella t3athab fih t9oul y9os fi 5obza beyta,0
ken blech filtre khir,0
3asba lkol w7id taraji w wild l9a7ba ychidli zebyy,0
ta miboune,0
chkoon ili tal3 l9a7ba daba4,0
0 55 drapeau fou9 kes 9ahwa ya wallah 7wel,0
mfama 7ata we7ed jéé controu neja7,0
chay ydha7ik hhhhhhh malla 5issit 39al,0
3ib 3lik ya kimo omrane errajel miyet,0
far5 echkoun,0
mala 3bed,0
oui ca suffit,0
samara bayineee fiheeee jadideek zbr,0
wad7a le7kya y7ebou y7ayrou 3ale lerhabe bache ygatiyou 3ale fsade,0
si w5ayna nayekha bel 7alwa hhhh,0
bdina nssatrou fi doulet elistebded min jdid,0
brabbi a7ki filli tifhmou ya bachir akahaw,0
sere9 l laheen y malem hahhahaha fe9ka biik,0
mala tha3leb martou ma5ib wejha,0
ya 5aweeeefffff winti mchit tejriii na7ithaaa,0
falsin lel ankouch,0
telhé fi jam3iya mech 5irlek,0
brabbi fok 3lina mn 3ammar mle3bi ama bayyou3 kbir,0
lo3ba maskha barcha tal3ibb fiha,0
ya3tik sa5ta mamstek ooooouuuuuuuhhhhhhh mamstou el ham hedha,0
mata7kich 3la syadek,0
ti 9oulelna enti far5 chkoun wsayb zbôubetna,0
chiddoulou min zibbou,0
3sba lik enta ca,0
ta7ki 3alfasad y a masa5,0
malla 3icha mnaika,0
bra nik y3tk 3sba ach tnf5li zabi,0
far5 e sebsi,0
tfo 3lik,0
karti w men ghir batrouna,0
ma kdaba kan klab nahda,0
ey w leclub to93ed blech talvza,0
slim ryehi far5 chkoun,0
walah ken mich gati rahi tnik fi rass,0
bol 3lih sami fehri,0
hethouma bech ye7kmona meskina tunis,0
belhi wa4aktou twa rabi ya3ajna minha à la 3ire,0
mella rien a dire,0
tunisie malheur et mensonges,0
wye zebi algerien mela ili inik feha,0
leklab tafham ba3daha,0
wallahi meskina rabi yechfha mraytha,0
bledi hliktouha,0
nizar guevara 3sba lik w slim dhabdhouba ta3kom,0
ya9a7ba tsib klay na3in zabour omik ya bint 9a7ba,0
nouri martinez lkass la3ebha florentino perez hhhhhhhhhhh,0
sponsorise 3ad,0
aka lf9ih sois belle et tais toi,0
oumaima masta rahjjjj,0
ma3adech tejebdou les joueurs mta3 ettaraji ya kleb tal3ab boukom,0
keeech n7ell annotation mejetniich fe tlf,0
ma9ltnch 9dch mn arbitr mch tchri sana,0
inti akberrr fechellllllllllllllllllllllllllllllllllllllllllllllllllll,0
hhh mafchlek bourjoulya,0
9allou yi5dim bledou fech 5dimha bledou,0
l ongle 3andou immalih,0
saidi 7or wala yemchi nikomo yab9a jabri markoub 3lih,0
machi 2 kilo,0
haka todhlem el karti mnadhmin akther menhom,0
like 3al3in,0
c la mafia,0
w taswiret el malhet chnaamlou beha fel cover,0
cab ta7ralha fihe ya slim bazoula,0
ma 3andna thika fi hata had,0
t7esou y7eb ya3mel toilette hhhh,0
fuck them man they are raaaaaats,0
barnamej tafeh baaaaarcha,0
hhhhh tfol theni chebih,0
5rit fih,0
radytouh casa del papel mousalsel ty beyen mnayek,0
hhhhhhhh tefeh,0
mala miziria,0
bang bang motherfuckas ddd,0
akdeb rajel fi tarik el estithmar,0
ejomhour lezem yez7ef 3la sa7et l7oukouma 5li y5afou,0
ya3tak 3assba enta w l4 milions mnaykin te7tou beb3adhkom,0
fareh echkoun,0
y mibun,0
bjehrabi 5arajhom hali ytajrou fi el club,0
taw arfna far5 chkou,0
inti akber sere9 wfesd zib 3la rask,0
dandouk fi barwita hhhh,0
betbi3et ha libya 9riba l janoub hhhh,0
talab w7id iyak en tofarat fi awled eljam3iya,0
om essissi tchateb l9at dinars faddini mel 5orafet,0
tnajem techri kol chay beflousk ken hemet la3bed,0
slouma rak ki chicha ken tba9bi9,0
non ca,0
char chwaya karhom ywaqfouh jemla prnemej dekhel eda3ra lbyout etwansa,0
level etennin mn 9ellet le7ya,0
hhhhh blh chkoun hal 5ofech eli yekteblek,0
du folklore,0
loutef ya rabi,0
sliiiiiiiiiiim erya7i fare5 chkoun,0
hamza alimi w bliiid zéda wlh malla 9at3a jébouhouna ltounes,0
grejm jran etarech bavarotti opera empire salim alik hhhhhhh,0
famma e3tisam men jma3et slouma wala le hhhhhhhhhhhhh farina,0
sayeb 3alek ca se3iba matnajemhach baaaaraaaa rawa777777,0
dislike bel9wi zeda,0
nihi ras thoum hot ras basal,0
9bal ma temchou a7kou m3a assyadkom est,0
chedooouh heddaa,0
bima ifalem 3likom,0
5alli yna9sou milfdhaye7 wlh chay ya3mel l3ar,0
bassam elmehri enchoufouah yabda yebki ala ca outawa eheb leflouss,0
belhi rahou 3ib mala oustawe,0
ti chfama ya jma3a taliphoun ma ya9rach arbi,0
as9at men haka mafamech,0
9a7bet ben ali,0
hhhhhhhh tabki ettouyour,0
zahrouni tnik lkol,0
ouuuuuuuh 3lia kabitolha sa3dha lbled,0
pff markba tarkieb ma5ybek w ma5yeb la3bed li t9olelk ma7lek,0
walid aouina hhhhhhhhhhh ya mridhe hhhhhhhhhh,0
rabbi tostor la tatla yossr developpeùent,0
alah na3el zabourom 3awatef,0
chnya t7in fe5r hetha,0
sayeb laabed wbarra hel talevza ye zebi chelham mriiidh,0
nharin mch 5,0
harm alik nhebou mou3ez raj3ou,0
hhhhhhhhh malla tkarkira barawah el libia,0
la hawla wala çowa ila bilah,0
ay toghzer fik ghasra c pas nrml aÿ t,0
non com,0
e7na na9ssinne trabelsia jdodde,0
chbiha tetja3wan barcha,0
hhhhhhhhhhhh mala 7ala 9alou no5ba siyasiya 7othalat mojtama3,0
hhh cheb3a 9ofa lina ye m3alim hhhhhh za3ma 3omra 7lel,0
belehi 9ouloulhom chedou sore9 lebled mech eli i7eb ye5demha,0
wach hado machi lihod,0
tab3ouh taw terbhou,0
dsl ali la3rayadh yelzmou ytir,0
sbab hlekna hiya ennahdha slim riyahi klamo s7i7,0
ech nawa badelit el loun tista3tif fi jme3it nahda,0
putain a tu regarder le meme match,0
nida oi nahda fasdine,0
5iiiiiiiiiit 3lik w 3al fo9ma eli m3ak fel clip,0
slim bla bla,0
tfou il parle mal de la tunisie ce kelb,0
tu n iras nulle part en étant 3qqua li walidik,0
spot 3adi barcha mouch 7louw,0
aya 7adher rouhek ya semi 3ad mornaguia city,0
trombit bisklittt,0
ama kan ysanid el bajbouj a3erfou rahi 7kaytou fer4a,0
5ales la3bed,0
jabha birjouliya hyhhhhhhhhhhhhhhhhhhh,0
ey wa jouertet chkoun,0
t3ich lkleb fi rous lmjanine,0
ama tawa k allini saket kyyyyyr,0
ty bara nyyk ommeek,0
slim bazzoula jomhourik mouch mta3 boula,0
wantouma wach dakhlkoum ya lkelab,0
yee 9ahba,0
hhhhhhhhhhhhhhhh patron ya 5orda,0
kolha tahbèt 2m1,0
nemchi netfarej fel porno khir,0
mala fdaya7,0
hhhh houma 3aylet lgadhafi na7ouha wlmou7emi lweh,0
mamsetkom yaser msata 5sara fikom fannanine,0
barra bi3 left,0
slim ya riya7i enti raisna bessif 3la kol 7ossed,0
tsakhfou hhhhhhhhhhh,0
ll mfach5a 3tat 5 milliard pour djabou,0
el modhi3a ya3tek b 3asba sayeb lemeraa,0
tir ma7la ma7la fra9ak houni l7awi la7selo,0
kén telhit besgharek kén 5ir mamstek,0
mala 9ahba,0
mak 3afat faskhet video 9adekchi tahan o khawef,0
taw ta5ra fih,0
ya rabi tostorna w rabi yarhamha,0
tseblou 3ayeltou wmba3ed ywali houwa 4alet 7sebkom godem rabi,0
sayebna ye feeechel tayahtilna kiimetna,0
bilahi raje3 rou7ek,0
rabi ynte9m menk 7sibk rabi ya as9et 3ibad llah,0
5iiih jahel w da3chouchi allah ltrabe7 ili nta5bou ctt,0
intom el chari3a w 7okm rabi ma rditouch bih,0
hasbiya allah w ni3ma el wakil fikom,0
if you are not first you are last,0
ta5ra fih,0
hahahahaha nik rohék,0
neket felus gedefi,0
s3datha bik mertk wlh,0
hlektouha jam3ya wlh,0
raj3ouli megawati,0
25 23 chkoun sma3ha tagri3a,0
centre viyyeeeeel,0
yazebi win kont,0
ya3tek nam 3ala 9ad sormek,0
ikdheb a slim ekdheb wahf yhezek,0
bara nik omek ma3ejbekech matetfarajech fih,0
illico itarradha sami tkoum tsibb illi kharjou lkoll kanou zaiidin,0
slim far5 chkoun hhhh fi a5er 7al9a tla3 fare5 7awi,0
rja3et e taa7en ba3ed matnekt fe malyoun abed,0
majhoud meyenejem itkalel belnajeh,0
abne2ek nayek hhh,0
chbik hrabet aaaaaa,0
krimaa mami baldi,0
fuck tous ana karizt,0
win l ounoutha t9oul dhkar,0
rouh kan tiiiiiiiiiiit,0
dislike mn 9bal manchouf,0
ye5i hedha ydhi3 ki yemchi wa7dou fi chera3,0
5rit fih yaser,0
chouf le5er zebiiiiiiiiii rajel kbiiiiiir w yamra7 yaaah zebiiii,0
migalou nikomk,0
7atta elketheb w enifa9 ma3andak mat9oul fihom,0
3 bandes blanches ya bhima,0
bke tamasih hhhh,0
gaddafi n 2,0
s makhroub kadeeb,0
amin gara miboun tfooo,0
nchlh kol 3am w znatire b5ir w nkarkrou fihom,0
ca miboun 3àssimà,0
sayeb ele3eb,0
pire que karti,0
mala niveau yee nari aalik ye tounes,0
2 mabna,0
ramzi dridi hadra fi chkoun,0
hadhaka 3lech 5admouk nafs le 9ofa,0
ti rou7 hleketha jam3iya,0
batel le rap,0
nhno ensee ekedihet nakoul fikou yrelna tounes mchet bah,0
hhhh zantor bech ya3ref yadbah,0
manach bach ntfarjou fiih kan yt3ada fl wataneya,0
bon courage wa rabi m3ak ya sami,0
ekthbo e93do estahblo fina,0
d andouk ma3lih cheyy,0
dawadi chbih yetcharrat 3lina slouma,0
slim rye7i far5 chkoun hhhh,0
lguit sala7iyet wela mezelet,0
mich adheka bedhabt w yezi bla rkeka rak kbirt,0
ta wati ta r5is,0
dima etejrou b zwewla,0
billehi kemil hakeka 5allihom yakrhou itta7ana rwe7hom,0
slim rya7i fare5 chkoun,0
kathartoulha saybouha nahdha t7ebou tay7ouha w tchawhaha bessif,0
we hia sayda rab3a we nahna mafibalnach samahni ya rabi,0
bélhi télhanna choiya béjam3éya ou 5ttana mésiyassa,0
paparazzi 93ad kn yahchi fih coûta tahet,0
rass estal wrass el kalb,0
ta7ana ya slim metrabbin hakka yelzemhom rad3,0
allah yehlekhom houkoumet el aar,0
9a3id kan tnayik,0
sayé da5let fi 7it walla mazelt lebeld,0
badnek kn mta3 nyk,0
mazal ya7ki 3al3a9lia hhhh,0
ye gernabou ye 9a7ba,0
ahmed ben rabeh mabrouk 3la omek l9a7ba 3asbet sidek slim,0
takel fik,0
akbar 5alta 3amaltaha,0
7ram nchebou el insen b 7ayawen,0
sa7it ya ndhifa,0
ntouma cha dakhalkoum,0
5rra mta3 rab,0
3maltouuuu el 3arrrrrrrrrrrrrrrrrrrrrr boutoula w ra boutlou mégadouna,0
masab in9ablik fi sahria ya tha3leb,0
hasytha sad9a o allah o aalem raby yarhmou,0
meskin rahou,0
fachele fi koles chayyyyyyyyyyyyyyyes,0
9adech mn kalb f taswira hh,0
limporghini vs djeja,0
parnemj tha9afi 9alek fthaya7,0
bleed mnayka na3el zok omha,0
yezzi bella kedeb baloch,0
faire pleurer une femme nwellahi meeeeeerrrrrddddeee nhram wellahi hram,0
t7eb el marzouki yesta9il wechkoun bech yched ra2is matgollich enti,0
houni talem 3oum wela mout ghra9an,0
inti akber darwich wsarek raj3 tounisia,0
ertahna mel fdayah wel kmaje me3adich fama hichma mala raha,0
rabi ybe3d lebla 3lina,0
tichri l3asba,0
l esperance t7eb 3lih 5oudhou 9bal matfokou,0
el rap mta3 rjel,0
maamastek ya nawfel lwerteni pffffffffffffff,0
sayebha lefri9i rak karrahtna felkoura,0
twensa na7na 3ana ken lsén nwarwrou bel klemm fel feragh,0
aya ness el kol repolel miboun heda,0
toilette 7,0
ikbes ya marzouki ikbes,0
hhh ya5o yi7sebo rwa7hom mizelo ymathlo fi chwereb,0
mela fakarli fi 5edma bech nssada9 7ar fiya bourguiba wezzine,0
amiri ti winou elvideo,0
etfooooooooooh alikom karahtona fi beledna wa fi raw7na,0
eka sebbsi leeeeeeeeeeeee faddima mel rcd serkouna ou marvou ichetna,0
la la tatarajaa ala mouharabati ezlam elfassed,0
mala ham,0
hedeka rejil te7ki 3lih belehi ziyed,0
3asba bachir ragel,0
sad9ouni il3lem yr7chou fih wlh,0
fi9 3la rou7ek ok,0
taw thezouha lboutoula,0
hadhika 79i9tek mech ikdhebe 3lik 7adha s7i7,0
awel mara thabeet hkye shiha,0
le 3ada sam7ni aka ala 3mal el fadhe7,0
bara allah ya7ra9 3dhamek 3la sbe7,0
kamcha b3abes ma nigga rawehou defame,0
b9a ken houwe 5allih ynik halle,0
3zouza mizal fik brcha niek ya 97ba ya 97baa,0
azreg w nos mafamech we7ed y7bou 3abed raze9 merg,0
conseil mouihbi et dhawadhi out,0
yasser 5fifa,0
ya madame t9olou n9olou,0
ohh mamsthaa lobnaa hya w bileeel,0
akahaw héka féch féla7,0
mala bled et mala hakim fiha pffff,0
jareb aamel mara 8neya mnayka,0
ta thèz l3asba d,0
bellehi barra a3ti ja3bek w 5tak mel 7achwat,0
walid tousni brahmet waldik tayachha lmongela,0
cheker rguii jbeli messaidi soltani w ziedi rahhom mardhouna bssoker,0
kolkoooom khontou lamena tfouuuuuuh 3likom kolll,0
meme nti na7itih tmaskhrou b l7ijab,0
je crois pas,0
bissif ha zebbi,0
maka mnayik,0
tfakkerni bel aflam el mesriyya tente5bou min w habibkommin pouuuuuuuuuuffffff,0
5rit fih ye slim jebt esid m en krarzou,0
barrou zidou choufou soussi yomkon dharebhoulou l blaili zada hhhhhhhhhhh,0
ta7iya 8alta,0
hhhhhhhhh flous 7ram ya3mel behom fi 3omra,0
tahhno lkokm l holond,0
ama raye el pub maasta,0
hada lkol klam galouh ili jou 9balkom lkol,0
allah ya9ta3kom me eddenya inti willi kifik kamcha mbban,0
sayeb a3likem min tma3 mta3kem 9ale nasbek,0
jebtha el3oumrk 9demya,0
ma3leblna b si flen,0
la caravane passse aziza aboit loool,0
may hebouch eroujla aya sidi hay fdiha,0
nchalla yet9as jemla 3malto lfadhe7,0
nos sa3a oi rbo3e oi mafach dkika lizgawi,0
3la il7it,0
j aurai pas du mais,0
2 chlayek,0
ay wenti achnowa rayek asi 3abdeltif,0
slouma ichwihom seibilhom dhabdhabet khallihom ichiddouha,0
bara tiiiiiiiiiiiiiiiiiit ye t iiiiiiiiiit,0
ena bourjouliya 7asiték enti 3andék mouchkla cha5siya ma3ah,0
fibelk kol chai flos hhhhhhhhhhhhhhhhh,0
nhart li tesma3 jomhour y9oulek degage to5roj,0
andi m nkolek kartha temchi mes respects alla chebbi,0
ne3rfouk mli7 oine3ref 7aetek ana el meskin tawa iji inhar,0
elbass w9ellet elforass,0
allah le trab7ak,0
elotf ydik chbeha mjalda ya président,0
bonjours y a malhet,0
9anet el3ar 9anet errahdana w ennife9,0
mala far7ett group ma7asaletech,0
matwel lsenhaa kaziiiii hedhii,0
slim kalb y7eb y7el 7arb,0
hhhhhh yezi metbandirrr barka,0
mella ben ja3fer w malla wahra tgoul kroutchev fi zmeno,0
rabbi wink alamal bestrategie mraess nchallah america teddakhl,0
hhhh dislike akther m like fthaya7 wlhh,0
ya haykel ali blaset lvid 8alet 7akou fi xhamster,0
taraji ya tkarkira l7leybi 3mal l3ar,0
hana arja3na lattakriz zada,0
tunisie syam ben youssef quitte le süper lig,0
billahi ya5i msad2in arwa7kom siyasa ou 7izb ou dinya,0
4 14 lmao,0
ahna njawbouhom btarikitna ilkhassa 3ala kol hayawenne,0
banour el keleb,0
heta enti tala3et 9rinetek,0
ib3id inti 3lina taw nwaliw labess ma7ref wijhek,0
tfooooooooooooooh 3lik t4our fina bech tched el koursii,0
med mahdi hidoussi hhhh 3ana ra2issss 9biiiiiiiiiii7,0
tfouh alik guird,0
khyttt lammit la7aastek lkol w3amalt 7aja aal 7iittt,0
3elmani degage ma tlikeche ebmostawek,0
la9ad wa9a3ou fi fa5,0
degaaaaaaaaaaaaaaaaaaaaaaaaaage ya lisska,0
3lesh chimjayabni lena,0
tmouto 3al 5obez elbeyet hhhh,0
la hawla wala 9weta ila belleh,0
barra naif ya khairi,0
samir lwéfi sédhaj et sat7i,0
yaser tfallmou,0
bi 7awelelleh hedheka awel titer w e5er titer,0
zeeeeby non,0
ti yezziw bellehi yezziw bla kidhb,0
brabi kifeh tetna7a l vu raw tfrjt 3lih w ndemt,0
belaid merar,0
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh far5 chekoun ye emenyek,0
mafehemtekech ya oussema,0
ta7an w sera9 la9ta,0
zido mizel yetnafes,0
enti el karakouze,0
mokhek hachihoulk aalkheer,0
ey choftha sbe77777777 mella kerthaaaaaaaaaaaaaa,0
sayibbbbbbbbb ijamhiyaa merjtnaaaaa,0
ykeb kboubhom karti wnoss,0
wallah chay ya3mel el3ar,0
rabi 9al 3omrik ma ta79ir ennass hadhoukom 3bed kifi kifek,0
el eli man3o fel urgence mest7a9inne flouss,0
on est solidaire avec vous rabbi maana tfouh alla belhassine,0
5allih clubiste kamikaze,0
ss comentaire tounes mchet zizi,0
7a9ou eli y9aldou y7otou fi galbou,0
batel el rab,0
tozer fin etozzzzz fi ca,0
ti fi9o mazilto tsad9o fih,0
haya trah haw ma3rouf ndef wenhom  wlad blad,0
mella mjarma,0
maydoum filwad kan 7ajrou,0
tu c est même pas parlé hasbia allah fukoum,0
enti 5amja y a ems5a l9anet 5ir menk,0
blh sayb jam3iaa o5reej fadinaa mnk kthbeek mounaf9 sayb zboubnaa,0
azl3 la g3ad,0
zeby chnéya i7eeb yaamél,0
9anet sahyounia a7sen ma3malet ki sakertha kamcha kleb ye5dmo fiha,0
tekhdem bina elmandher hedhi,0
say nooooooooooooooooooooooooo to khaled ben yahya,0
sayab a3lik misiyasa rahi wjaya3 ras ya chw9i,0
degaaaaaaaaaaage the mafiiiiiiiiiiiiiiiiiiiia,0
brabbi winhom ella7asa ijou itfarjou fi sidkom jibhom ya mokh,0
tsamsirra fi saidou,0
éch ta7chi fih,0
ennahdha chadda edakhlia wihebbou ya3rfou chkoun kttal hhhhhhhhhhhhh nahdha aflem,0
nhabatlek tsawer l avenue azyen wallah,0
flouss bze9 ya techa,0
zah l coup d foudre mahiich normale toflaaa hadiii,0
khessara hadik rejala,0
mela me3ad bech yetfarej 7ad wallah mrith slim bazoula,0
jam3iya fachla sayeb 3lik ya maitre,0
hhhhhhhh belek jebkom w nsek erajel hhhhhh ya walla 7kaya,0
video à signaler,0
walh chefetk taheder jeteni el bekeya kifeh rak ghayedeni,0
yaatek aasbaaa aala rassek wkhw,0
ma famach asdikaa gaza,0
rbe7to ken el3asba hhhh,0
sayeb montassar yekhdem,0
cha3b f9iir wou bouhééli,0
5sara ya docteur ghalta,0
2 freret,0
sad9ouni akber kaboul fi tounis hedi z3ayem,0
mela karakouz,0
hhhhhhhhh 7achway bith5ama loooooooooool,0
nik hyatiiii ya maryouma 9atltni,0
7ekya feha we 3leha man7kmou ken ki tbda le9dhiya,0
walahi menaykine esahel 3o9detkom,0
tehdidet jemla 3lech n3ichou fi colombia,0
9rib yti7 el mostawa samara 3leh zab hedha parole,0
akbar fachel,0
faddina mel johhel wel tchech,0
8aydhetou sye7a ytaya7 sa3d rjouliya wbarra,0
ki sabit ak lmsfara 9asdo 3la mariem dabbegh hhhhh,0
shnw raykom nlimo lil vidio hadha akthir dislikes fil youtube,0
dima tebkiw ya s7aybi rakom 3maltou ri7a degageeeeeeeeeeeee,0
eddi3ayet masdarha wahed bark ya slouma eddanadiks,0
lotfi mechi metrab w chamsi 5er mink y a t,0
brabi a5rawlou fih,0
tawa ethanena a3la eljam3ya lol fi ayadi amina,0
des question ki omatkom tfooouuuu,0
hhh matjiiib keen froukh hraam,0
sam sam w ftar 3la basla,0
berlin boult fiha kablik ya mnaiek,0
enta mejimtich tkwin jam3iya bech tnjim tsali7 liblèd pffff,0
l3asba fi sourmik,0
mala ipsicopate miskin,0
le senario 87 yet3awed,0
si slim andi okhti ondikapée aweni nechri karhba,0
tawa rajel kbeer w ta7chi feeeh 3eeb 3leek,0
sala7 thabti newi bich yo93id ye5i,0
slim riahi ta5rawlou fih,0
seybouh yekhdem 3ala rouhou,0
owww owww malla malla sans comm d,0
kroz ama mokh mta3 abed metswalaa ya zebyyy,0
hhhhhhh tsa5fou,0
slim riahi enti tawa t7ati fi fom la3bed il kol,0
ye5i ken ena mafhimtech chma3neha mineur,0
banamej maskra ou gallet hya ou tijara bi homoum ezwawla,0
kan tsayib yidha min fam zaborha yji 3la barra,0
kim kardashian f lbeqradj dayra ki 6 ta3 sbah,0
mal bzazle 3andek,0
ye3teq 3sba nektha fy 7it ye s y zby,0
ne7eb nenta7er,0
barra naik raw 9talna charr,0
allah yerhemha w yjal matwaha el jana y a rab,0
vat faire ya nawfel ya wertani nik omek,0
mhamdia fe zebi,0
sere9 ya3ref kouh,0
slim be9i fi lefri9i gosa fi 9loubkom ya ta7ana,0
mela tha3leb tounseya,0
ey w tla3t far5 chkoun 3ad,0
3amil krahtek ye marzouki,0
kol shy behy ela intro masta,0
enahdha 7a9ha esmha el8ar9a w houma yetfanou fih,0
chedouna mn zboub zboubna,0
mché kalb yakhi jawna barcha klab,0
kol te7ko 3la kora welefri9i o nasin tones,0
nés lkol makomch 3atin lconfiance 7ata lirwè7kom wit7ibou touslou loooooooooool,0
bliss yenhi 3al monker,0
5ra beb souika chihim zouk oumak,0
nicki minaj mark7etch n7oto fi manel 3mara,0
9alet elsala7yet ta3mel ya marzouki pffffffff mala 7ala fik,0
3amil rouho houwa wmarto ness mota9in rabi,0
kiifech najm na3ml dislike martyyn,0
barra raja3 droussdk 5ie3,0
nehdiha lissardina win9oulilha 9odem rajlek tabes rassek,0
chwalit ta3cha9 pub ya saif masatha birjoulia,0
batal el rap merieb rassik,0
men awel dnya lahin bina,0
7awi yab9a dima 7awi,0
97ab mnykin 3and chak,0
yebdew bil million w ya5iltou lo5rinn mouch behi takaber,0
to be honest i m disappointed twa9a3t ma5ir nothing special,0
lahas khawed,0
woooh ya manfou5 te3tather lenahatha 3ala tejinkom,0
7ata el kef mela men ghodwa bech tcha3el edenya,0
mamstek rzouga 3ib 3lik,0
si slim stp maaloul non non non,0
tbara lniklk omok bahi,0
bee tefakart rohi lol,0
mala ejma3a elkol tel3ou ta7anet si slim,0
matfahkom ya,0
flous lahram ma3andha win etwassal,0
3leeh lkoufeer,0
maynajamech yab3athlek msg hhhhhhh,0
faskhouh alakal,0
etrabilsiyia ejdod,0
7ata ken tfedlik masset,0
ennti awallhom barra nathaf rouhek wemba3d a7ki,0
8oulem elgaddefi,0
wlh ma3jebny feha chay ken talifounha,0
ileklab t3raf b3dha,0
n importe quoi ya mzayyen men barra haha,0
lkol kleb kif b3adhhom w kima y9ouloha jmal mayrach 7edebtou,0
barraaa niik omk l9a7baa,0
hhhhhhh a zebbi 3lik,0
choufo etnoufi9,0
ebni ebni mli7 el j3ala tjib,0
vidéo masit la fih la ses la ras,0
ma ybi3 rouhou ken rkhis weli ma yeksebech lwatania,0
7oukouma test8ale fichabeb 7oukouma faaasda,0
8100 tnik lkol,0
erte7ma menou,0
danadik fech ya3mlou hnè,0
blad kalba karahtouna fi omha,0
hahahhahahahhahahhaha a5yeb 5bar walah,0
tuera naike yakelbe,0
systéme ben ali win machin bina techri fi nas biflousek,0
hel jamaite lkol m7aba za3ma 3abid dinar 3amlou l3ar,0
chbeha tatja3wen,0
3ala el a9al na7ilna hal mousaleslat el mastin el fachlin,0
nikomaha tones 5antenko madem temchio be ja3ala,0
projet nul,0
hhh 7ataa fi bit maka theeb el camera,0
alkilebo ta3oui wal9afila tassiiiiiiiiiiiir,0
lotfi mido wabna,0
galak 3a9liya hhhhh,0
over dose,0
mafhemnaich chkoun nsad9o wchkoun nkadbou ama 5aliha 3la rabi,0
arfaoui kalb ben ali tawa walla rajel,0
nn ykdeb,0
ba3d matfarajt fi hedha leclip hassit krarzi ta7ou,0
pivot w attaquant cab haja il farkh jdid,0
mdrrr mskn jainfait toute la tunisie,0
mafhemet chay,0
flous hrame ta yetla3e fik dame cha3be el libyi,0
slim riahi brasemi tl3at mn3ayek,0
mo th fu k,0
hhhh kima tafr7ou intouma k terb7ou lemkach5a tna7iw short zanatiiiiiiir,0
mdrr tha7aktni wa9tili 9olt tounes mezel majehech ah bah si,0
ma5yeb zok omek,0
batel eltap,0
hhhh nes lkol telbis 9 3adi 2,0
hhhhh wallahi wass5ouk,0
enta5bou essourreg w ba3ed goulou ha yesergou fina,0
bessem nagsa clash min samara etaye7le elkaryere bte3e wlh,0
stupid tartour marzougui degage,0
tneket tounes tneket,0
kos ummak,0
hethi a5ertik ha klay c bon inti tnekt andik barcha,0
béyin fik salouma wlidha birjoliya wlid 7a9ba éli tla3 bélfikra,0
bilahi bara nayk,0
la ya si slim wledna hathouka yezina ma sayebna wledna,0
chniya tafeha w el msaaaaaaataaaaa,0
9adeh 3morha ely nekha 14 15,0
ni jomaa ni riahi mafameche structure,0
tawa hetha rap,0
t3ich elklab,0
hhhhhhhh hala mala,0
stylk ki sormek,0
hhhhhh slim riahi fare5 chkoun hhhhhh,0
hhhhh kifech sare9 y7eb bledo,0
rak sa9et ya nawfel ya 3arrrrrrrrrr,0
9idech 3enna i9heb fi hel bled el 9ahbaaaaaa,0
ana ana ana ana tayab ja3ba,0
lotef ya rabi,0
kol kaima mostakella ray teb3a enahdha rodo belkom,0
iheb 3ala rouhou chaaeb,0
bassas you3ed w mayoufich,0
touness fil kalb,0
rajhi sausin enti mibouna y a jehla,0
en kana 3ala hak flah m3ah wana m3ah,0
wenti bch tt7aseb m3aha ki tsim wela le,0
hedhy thneyya okhra bech yechrehom hhhhhh wlh noskot khir,0
la honte akhtana min ha sujet wcheddelna ca,0
nastana fik,0
meskina mahmouma rabi ifaradj aaliha aalache pourquoi c est question,0
ti mahboul hetha matbo3,0
bera ya3enzok omek el97ba,0
ndawrouha 9oftana lil bnét twily jawna a7la jaw,0
tfiiiih 3la hal 5laya9 ya m5anthiin,0
lebrima yakra fieh eljoumhour m3ak,0
maghir matwassi ya maalem,0
oui barcha nabara 7oused,0
wallah ghir bkit m3ahom,0
merci ja3four 3ala leklem,0
brabi yizou mine thine illi thezou fih,0
5ritou fih hahahah,0
walah ma5ybha blastk ya 3andi ma n9oulek,0
a7zeb el koll mounef9a,0
ili sahah ala taslimou alla la itrabhou,0
mafhemtch clip wala pub voiture,0
fechel kadheb go to hellll,0
ma7abech ye9leb wejou hal kharya,0
as9at mella heyya la3rab kifak kfak kifhom,0
ye5i normale twaslou rwe7kom y9olkom 7ayawenèt w zid far7anin barcha,0
zwamel o qhab,0
manadher mnayka 7achemtouna la traba7kom o9tlouha lfo9ma hedhi,0
nik omk ya wabch,0
7asbena allah wn3ma elwakil sreg lbled elkdhe wnifeg,0
degage atrousse frgha jam3ya,0
l4entourage houwa il kham2j,0
walah kont nestana ya3taka kaba tv7,0
ta5oha riasa,0
